"CountryCode","SeriesCode","DESCRIPTION",
"KOR","IS.RRS.GOOD.MT.K6","Source: OECD",
"KOR","IS.RRS.PASG.KM","Source: OECD",
"KOR","IT.NET.USER.ZS","Ministry of Information and Communication. Korea Communications Commission.",
"KWT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"KWT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"KWT","IT.NET.USER.ZS","Ministry of Communications.",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"LAO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LAO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LAO","IT.NET.USER.ZS","Lao Telecommunications Co., Ltd.; Ministère des communications, transports, postes et de la construction. National Authority of Post and Telecommunication.",
"LAO","SG.NOD.CONS","There is no nondiscrimination provision.",
"LBN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBN","IT.NET.USER.ZS","Ministère des Postes et des Télécommunications.",
"LBN","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBN","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBN","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBN","SG.NOD.CONS","There is no nondiscrimination provision.",
"LBR","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LBR","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LBR","IT.NET.USER.ZS","Liberia Telecommunications Corporation (LTC). Ministry of Posts and Telecommunications",
"LBR","SG.NOD.CONS","There is no nondiscrimination provision.",
"LBY","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LBY","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LBY","IT.NET.USER.ZS","Ministry of Transport and Communications. National Economic Strategy.",
"LBY","NY.GDP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","NY.GDP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","NY.GDP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","NY.GDP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","NY.GNP.MKTP.PP.CD","Estimates are based on regression.",
"LBY","NY.GNP.MKTP.PP.KD","Estimates are based on regression.",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","NY.GNP.PCAP.PP.KD","Estimates are based on regression.",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LCA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LCA","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LCA","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd.  (C&W). National Telecommunications Regulatory Commission",
"LCN","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LCN","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LIE","IS.RRS.GOOD.MT.K6","Source: OECD",
"LIE","IS.RRS.PASG.KM","Source: OECD",
"LIE","IT.NET.USER.ZS","Office for Communications.",
"LKA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LKA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LKA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"LKA","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"LKA","IT.NET.USER.ZS","Telecommunications Regulatory Commission of Sri Lanka.",
"LKA","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"LMC","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LMC","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"LSO","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"LSO","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"LSO","IT.NET.USER.ZS","Telecomm Lesotho (TCL), From 2002: Lesotho Telecommunications Authority (LTA).",
"LTU","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LTU","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LTU","IS.RRS.GOOD.MT.K6","Source: OECD",
"LTU","IS.RRS.PASG.KM","Source: OECD",
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority.",
"LTU","SG.NOD.CONS","There is no nondiscrimination provision.",
"LTU","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LTU","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","BX.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"LUX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LUX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LUX","IS.RRS.GOOD.MT.K6","Source: OECD",
"LUX","IS.RRS.PASG.KM","Source: OECD",
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation.",
"LUX","SG.NOD.CONS","There is no nondiscrimination provision.",
"LUX","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LUX","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"LVA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"LVA","IS.RRS.GOOD.MT.K6","Source: OECD",
"LVA","IS.RRS.PASG.KM","Source: OECD",
"LVA","IT.NET.USER.ZS","Ministry of Transport.",
"LVA","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"LVA","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MAC","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MAC","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation",
"MAR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MAR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MAR","IS.RRS.GOOD.MT.K6","Source: OECD",
"MAR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications.",
"MAR","NY.GDP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GDP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.MKTP.PC.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.MKTP.PP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.CN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KD.ZG","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.KN","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.CD","Includes Former Spanish Sahara.",
"MAR","NY.GNP.PCAP.PP.KD","Includes Former Spanish Sahara.",
"MAR","SG.NOD.CONS","There is no nondiscrimination provision.",
"MDA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MDA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MDA","IS.RRS.GOOD.MT.K6","Source: OECD",
"MDA","IS.RRS.PASG.KM","Source: OECD",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.KN","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.MKTP.PC.CD","Excludes Transnistria.",
"MDA","NY.GNP.MKTP.PP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.CN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KD.ZG","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.KN","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria.",
"MDA","NY.GNP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","SP.ADO.TFRT","Including Transnistria.",
"MDG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MDG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MEA","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MEX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","IS.RRS.GOOD.MT.K6","Source: OECD",
"MEX","IS.RRS.PASG.KM","Source: OECD",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","IS.RRS.GOOD.MT.K6","Source: OECD",
"MKD","IS.RRS.PASG.KM","Source: OECD",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MLI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","IS.RRS.GOOD.MT.K6","Source: OECD",
"MLT","IS.RRS.PASG.KM","Source: OECD",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MNE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNE","IS.RRS.GOOD.MT.K6","Source: OECD",
"MNE","IS.RRS.PASG.KM","Source: OECD",
"MNE","IT.NET.USER.ZS","Agency for Telecommunications and Postal Services.",
"MNG","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MNG","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MNG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MNG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia.",
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC).",
"MOZ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MOZ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MOZ","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MOZ","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM).",
"MOZ","SG.NOD.CONS","There is no nondiscrimination provision.",
"MRT","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MRT","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MRT","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MRT","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation.",
"MRT","SG.NOD.CONS","There is no nondiscrimination provision.",
"MUS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MUS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MWI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MWI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MWI","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MWI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA).",
"MYS","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MYS","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MYS","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MYS","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
