"LOCATION","Country","TYPE","Type","SKILLS","Skills","TIME","Time","Value","Flag Codes","Flags"
"FIN","Finland","KN","Knowledge","2C2B","Food Production","2015","2015",-0.2,,
"FIN","Finland","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",-0.084,,
"FIN","Finland","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.92,,
"FIN","Finland","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",0.424,,
"FIN","Finland","KN","Knowledge","2C3C","Design","2015","2015",0.254,,
"FIN","Finland","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.16,,
"FIN","Finland","KN","Knowledge","2C3E","Mechanical","2015","2015",-0.195,,
"FIN","Finland","KN","Knowledge","2C3","Engineering and Technology","2015","2015",0.248,,
"FIN","Finland","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.657,,
"FIN","Finland","KN","Knowledge","2C4B","Physics","2015","2015",0.173,,
"FIN","Finland","KN","Knowledge","2C4C","Chemistry","2015","2015",0.109,,
"FIN","Finland","KN","Knowledge","2C4D","Biology","2015","2015",0.208,,
"FIN","Finland","KN","Knowledge","2C4E","Psychology","2015","2015",0.346,,
"FIN","Finland","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.273,,
"FIN","Finland","KN","Knowledge","2C4G","Geography","2015","2015",0.122,,
"FIN","Finland","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.269,,
"FIN","Finland","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.352,,
"FIN","Finland","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.216,,
"FIN","Finland","KN","Knowledge","2C5","Health Services","2015","2015",0.284,,
"FIN","Finland","KN","Knowledge","2C6","Education and Training","2015","2015",0.428,,
"FIN","Finland","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.039,,
"FIN","Finland","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.074,,
"FIN","Finland","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.163,,
"FIN","Finland","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.092,,
"FIN","Finland","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",-0.115,,
"FIN","Finland","KN","Knowledge","2C8B","Law and Government","2015","2015",0.345,,
"FIN","Finland","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.115,,
"FIN","Finland","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.182,,
"FIN","Finland","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.346,,
"FIN","Finland","KN","Knowledge","2C9","Communications","2015","2015",0.264,,
"FRA","France","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.177,,
"FRA","France","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.178,,
"FRA","France","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.194,,
"FRA","France","AB","Abilities","1A1A4","Written Expression","2015","2015",0.186,,
"FRA","France","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.184,,
"FRA","France","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",0.106,,
"FRA","France","AB","Abilities","1A1B2","Originality","2015","2015",0.135,,
"FRA","France","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.163,,
"FRA","France","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",0.152,,
"FRA","France","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.14,,
"FRA","France","AB","Abilities","1A1B6","Information Ordering","2015","2015",0.089,,
"FRA","France","AB","Abilities","1A1B7","Category Flexibility","2015","2015",0.044,,
"FRA","France","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",0.118,,
"FRA","France","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",0.109,,
"FRA","France","AB","Abilities","1A1C2","Number Facility","2015","2015",0.073,,
"FRA","France","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",0.091,,
"FRA","France","AB","Abilities","1A1D1","Memorization","2015","2015",0.093,,
"FRA","France","AB","Abilities","1A1D","Memory","2015","2015",0.093,,
"FRA","France","AB","Abilities","1A1E1","Speed of Closure","2015","2015",0.096,,
"FRA","France","AB","Abilities","1A1E2","Flexibility of Closure","2015","2015",0.036,,
"FRA","France","AB","Abilities","1A1E3","Perceptual Speed","2015","2015",0.025,,
"FRA","France","AB","Abilities","1A1E","Perceptual Abilities","2015","2015",0.052,,
"FRA","France","AB","Abilities","1A1F1","Spatial Orientation","2015","2015",-0.041,,
"FRA","France","AB","Abilities","1A1F2","Visualization","2015","2015",0.01,,
"FRA","France","AB","Abilities","1A1F","Spatial Abilities","2015","2015",-0.016,,
"FRA","France","AB","Abilities","1A1G1","Selective Attention","2015","2015",0.042,,
"FRA","France","AB","Abilities","1A1G2","Time Sharing","2015","2015",0.1,,
"FRA","France","AB","Abilities","1A1G","Attentiveness","2015","2015",0.071,,
"FRA","France","AB","Abilities","1A1","Cognitive Abilities","2015","2015",0.1,,
"FRA","France","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.043,,
"FRA","France","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.077,,
"FRA","France","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",-0.034,,
"FRA","France","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.051,,
"FRA","France","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.109,,
"FRA","France","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.104,,
"FRA","France","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.057,,
"FRA","France","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.079,,
"FRA","France","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.087,,
"FRA","France","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.066,,
"FRA","France","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",0.002,,
"FRA","France","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.033,,
"FRA","France","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.033,,
"FRA","France","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.06,,
"FRA","France","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.102,,
"FRA","France","AB","Abilities","1A3A2","Explosive Strength","2015","2015",0.034,,
"FRA","France","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.062,,
"FRA","France","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.055,,
"FRA","France","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.046,,
"FRA","France","AB","Abilities","1A3B1","Stamina","2015","2015",-0.042,,
"FRA","France","AB","Abilities","1A3B","Endurance","2015","2015",-0.042,,
"FRA","France","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.128,,
"FRA","France","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",-0.016,,
"FRA","France","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.053,,
"FRA","France","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.025,,
"FRA","France","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.055,,
"FRA","France","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.05,,
"FRA","France","AB","Abilities","1A4A1","Near Vision","2015","2015",0.054,,
"FRA","France","AB","Abilities","1A4A2","Far Vision","2015","2015",0.057,,
"FRA","France","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",0.044,,
"FRA","France","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.018,,
"FRA","France","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.025,,
"FRA","France","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.048,,
"FRA","France","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.02,,
"FRA","France","AB","Abilities","1A4A","Visual Abilities","2015","2015",0.006,,
"FRA","France","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",0.008,,
"FRA","France","AB","Abilities","1A4B2","Auditory Attention","2015","2015",0.028,,
"FRA","France","AB","Abilities","1A4B3","Sound Localization","2015","2015",-0.008,,
"FRA","France","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.151,,
"FRA","France","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.156,,
"FRA","France","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",0.067,,
"FRA","France","AB","Abilities","1A4","Sensory Abilities","2015","2015",0.032,,
"FRA","France","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.083,,
"FRA","France","WS","Workstyles","1C1B","Persistence","2015","2015",0.152,,
"FRA","France","WS","Workstyles","1C1C","Initiative","2015","2015",0.122,,
"FRA","France","WS","Workstyles","1C1","Achievement Orientation","2015","2015",0.119,,
"FRA","France","WS","Workstyles","1C2B","Leadership","2015","2015",0.341,,
"FRA","France","WS","Workstyles","1C2","Social Influence","2015","2015",0.341,,
"FRA","France","WS","Workstyles","1C3A","Cooperation","2015","2015",0.089,,
"FRA","France","WS","Workstyles","1C3B","Concern for Others","2015","2015",0.163,,
"FRA","France","WS","Workstyles","1C3C","Social Orientation","2015","2015",0.22,,
"FRA","France","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.157,,
"FRA","France","WS","Workstyles","1C4A","Self Control","2015","2015",0.166,,
"FRA","France","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.121,,
"FRA","France","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.147,,
"FRA","France","WS","Workstyles","1C4","Adjustment","2015","2015",0.144,,
"FRA","France","WS","Workstyles","1C5A","Dependability","2015","2015",0.09,,
"FRA","France","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.001,,
"FRA","France","WS","Workstyles","1C5C","Integrity","2015","2015",0.137,,
"FRA","France","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.076,,
"FRA","France","WS","Workstyles","1C6","Independence","2015","2015",0.006,,
"FRA","France","WS","Workstyles","1C7A","Innovation","2015","2015",0.105,,
"FRA","France","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.178,,
"FRA","France","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.141,,
"FRA","France","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.173,,
"FRA","France","SK","Skills","2A1B","Active Listening","2015","2015",0.167,,
"FRA","France","SK","Skills","2A1C","Writing","2015","2015",0.182,,
"FRA","France","SK","Skills","2A1D","Speaking","2015","2015",0.22,,
"FRA","France","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.109,,
"FRA","France","SK","Skills","2A1F","Science","2015","2015",0.153,,
"FRA","France","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.167,,
"FRA","France","SK","Skills","2A2A","Critical Thinking","2015","2015",0.166,,
"FRA","France","SK","Skills","2A2B","Active Learning","2015","2015",0.189,,
"FRA","France","SK","Skills","2A2C","Learning Strategies","2015","2015",0.308,,
"FRA","France","SK","Skills","2A2D","Monitoring","2015","2015",0.181,,
"FRA","France","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.211,,
"FRA","France","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.152,,
"FRA","France","SK","Skills","2B1B","Coordination","2015","2015",0.19,,
"FRA","France","SK","Skills","2B1C","Persuasion","2015","2015",0.1,,
"FRA","France","SK","Skills","2B1D","Negotiation","2015","2015",0.129,,
"FRA","France","SK","Skills","2B1E","Instructing","2015","2015",0.259,,
"FRA","France","SK","Skills","2B1F","Service Orientation","2015","2015",0.116,,
"FRA","France","SK","Skills","2B1","Social Skills","2015","2015",0.158,,
"FRA","France","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.094,,
"FRA","France","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.094,,
"FRA","France","SK","Skills","2B3A","Operations Analysis","2015","2015",0.058,,
"FRA","France","SK","Skills","2B3B","Technology Design","2015","2015",0.014,,
"FRA","France","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.027,,
"FRA","France","SK","Skills","2B3D","Installation","2015","2015",-0.007,,
"FRA","France","SK","Skills","2B3E","Programming","2015","2015",-0.049,,
"FRA","France","SK","Skills","2B3G","Operation Monitoring","2015","2015",0.006,,
"FRA","France","SK","Skills","2B3H","Operation and Control","2015","2015",-0.052,,
"FRA","France","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.062,,
"FRA","France","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.01,,
"FRA","France","SK","Skills","2B3L","Repairing","2015","2015",-0.042,,
"FRA","France","SK","Skills","2B3M","Quality Control Analysis","2015","2015",-0.003,,
"FRA","France","SK","Skills","2B3","Technical Skills","2015","2015",-0.016,,
"FRA","France","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.143,,
"FRA","France","SK","Skills","2B4G","Systems Analysis","2015","2015",0.118,,
"FRA","France","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.139,,
"FRA","France","SK","Skills","2B4","Systems Skills","2015","2015",0.133,,
"FRA","France","SK","Skills","2B5A","Time Management","2015","2015",0.17,,
"FRA","France","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.124,,
"FRA","France","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.144,,
"FRA","France","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.238,,
"FRA","France","SK","Skills","2B5","Resource Management Skills","2015","2015",0.169,,
"FRA","France","KN","Knowledge","2C10","Transportation","2015","2015",-0.035,,
"FRA","France","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.196,,
"FRA","France","KN","Knowledge","2C1B","Clerical","2015","2015",0.323,,
"FRA","France","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0,,
"FRA","France","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",-0.059,,
"FRA","France","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.17,,
"FRA","France","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.195,,
"FRA","France","KN","Knowledge","2C1","Business and Management","2015","2015",0.113,,
"FRA","France","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.026,,
"FRA","France","KN","Knowledge","2C2B","Food Production","2015","2015",-0.014,,
"FRA","France","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",-0.02,,
"FRA","France","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.206,,
"FRA","France","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",0.107,,
"FRA","France","KN","Knowledge","2C3C","Design","2015","2015",0.075,,
"FRA","France","KN","Knowledge","2C3D","Building and Construction","2015","2015",0.065,,
"FRA","France","KN","Knowledge","2C3E","Mechanical","2015","2015",0.018,,
"FRA","France","KN","Knowledge","2C3","Engineering and Technology","2015","2015",0.094,,
"FRA","France","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.249,,
"FRA","France","KN","Knowledge","2C4B","Physics","2015","2015",0.143,,
"FRA","France","KN","Knowledge","2C4C","Chemistry","2015","2015",0.185,,
"FRA","France","KN","Knowledge","2C4D","Biology","2015","2015",0.198,,
"FRA","France","KN","Knowledge","2C4E","Psychology","2015","2015",0.238,,
"FRA","France","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.132,,
"FRA","France","KN","Knowledge","2C4G","Geography","2015","2015",0.131,,
"FRA","France","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.182,,
"FRA","France","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.213,,
"FRA","France","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.123,,
"FRA","France","KN","Knowledge","2C5","Health Services","2015","2015",0.168,,
"FRA","France","KN","Knowledge","2C6","Education and Training","2015","2015",0.37,,
"FRA","France","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.069,,
"FRA","France","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.136,,
"FRA","France","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.148,,
"FRA","France","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.118,,
"FRA","France","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",0.201,,
"FRA","France","KN","Knowledge","2C8B","Law and Government","2015","2015",0.18,,
"FRA","France","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.191,,
"FRA","France","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.108,,
"FRA","France","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.102,,
"FRA","France","KN","Knowledge","2C9","Communications","2015","2015",0.105,,
"DEU","Germany","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.238,,
"DEU","Germany","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.285,,
"DEU","Germany","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.275,,
"DEU","Germany","AB","Abilities","1A1A4","Written Expression","2015","2015",0.347,,
"DEU","Germany","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.286,,
"DEU","Germany","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",0.302,,
"DEU","Germany","AB","Abilities","1A1B2","Originality","2015","2015",0.308,,
"DEU","Germany","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.212,,
"DEU","Germany","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",0.272,,
"DEU","Germany","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.262,,
"DEU","Germany","AB","Abilities","1A1B6","Information Ordering","2015","2015",0.112,,
"DEU","Germany","AB","Abilities","1A1B7","Category Flexibility","2015","2015",0.129,,
"DEU","Germany","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",0.228,,
"DEU","Germany","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",0.314,,
"DEU","Germany","AB","Abilities","1A1C2","Number Facility","2015","2015",0.263,,
"DEU","Germany","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",0.288,,
"DEU","Germany","AB","Abilities","1A1D1","Memorization","2015","2015",0.167,,
"DEU","Germany","AB","Abilities","1A1D","Memory","2015","2015",0.167,,
"DEU","Germany","AB","Abilities","1A1E1","Speed of Closure","2015","2015",0.125,,
"DEU","Germany","AB","Abilities","1A1E2","Flexibility of Closure","2015","2015",0.137,,
"DEU","Germany","AB","Abilities","1A1E3","Perceptual Speed","2015","2015",0.034,,
"DEU","Germany","AB","Abilities","1A1E","Perceptual Abilities","2015","2015",0.099,,
"DEU","Germany","AB","Abilities","1A1F1","Spatial Orientation","2015","2015",-0.099,,
"DEU","Germany","AB","Abilities","1A1F2","Visualization","2015","2015",0.04,,
"DEU","Germany","AB","Abilities","1A1F","Spatial Abilities","2015","2015",-0.03,,
"DEU","Germany","AB","Abilities","1A1G1","Selective Attention","2015","2015",0.035,,
"DEU","Germany","AB","Abilities","1A1G2","Time Sharing","2015","2015",0.011,,
"DEU","Germany","AB","Abilities","1A1G","Attentiveness","2015","2015",0.023,,
"DEU","Germany","AB","Abilities","1A1","Cognitive Abilities","2015","2015",0.18,,
"DEU","Germany","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.294,,
"DEU","Germany","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.34,,
"DEU","Germany","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",-0.124,,
"DEU","Germany","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.253,,
"DEU","Germany","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.291,,
"DEU","Germany","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.346,,
"DEU","Germany","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.207,,
"DEU","Germany","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.225,,
"DEU","Germany","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.267,,
"DEU","Germany","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.229,,
"DEU","Germany","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",-0.18,,
"DEU","Germany","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.151,,
"DEU","Germany","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.187,,
"DEU","Germany","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.239,,
"DEU","Germany","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.376,,
"DEU","Germany","AB","Abilities","1A3A2","Explosive Strength","2015","2015",-0.035,,
"DEU","Germany","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.219,,
"DEU","Germany","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.325,,
"DEU","Germany","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.239,,
"DEU","Germany","AB","Abilities","1A3B1","Stamina","2015","2015",-0.262,,
"DEU","Germany","AB","Abilities","1A3B","Endurance","2015","2015",-0.262,,
"DEU","Germany","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.367,,
"DEU","Germany","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",-0.028,,
"DEU","Germany","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.201,,
"DEU","Germany","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.113,,
"DEU","Germany","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.177,,
"DEU","Germany","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.214,,
"DEU","Germany","AB","Abilities","1A4A1","Near Vision","2015","2015",0.012,,
"DEU","Germany","AB","Abilities","1A4A2","Far Vision","2015","2015",0.007,,
"DEU","Germany","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",-0.045,,
"DEU","Germany","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.066,,
"DEU","Germany","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.083,,
"DEU","Germany","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.178,,
"DEU","Germany","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.086,,
"DEU","Germany","AB","Abilities","1A4A","Visual Abilities","2015","2015",-0.063,,
"DEU","Germany","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",-0.042,,
"DEU","Germany","AB","Abilities","1A4B2","Auditory Attention","2015","2015",-0.091,,
"DEU","Germany","AB","Abilities","1A4B3","Sound Localization","2015","2015",-0.052,,
"DEU","Germany","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.156,,
"DEU","Germany","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.235,,
"DEU","Germany","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",0.041,,
"DEU","Germany","AB","Abilities","1A4","Sensory Abilities","2015","2015",-0.019,,
"DEU","Germany","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.092,,
"DEU","Germany","WS","Workstyles","1C1B","Persistence","2015","2015",0.173,,
"DEU","Germany","WS","Workstyles","1C1C","Initiative","2015","2015",0.131,,
"DEU","Germany","WS","Workstyles","1C1","Achievement Orientation","2015","2015",0.132,,
"DEU","Germany","WS","Workstyles","1C2B","Leadership","2015","2015",0.25,,
"DEU","Germany","WS","Workstyles","1C2","Social Influence","2015","2015",0.25,,
"DEU","Germany","WS","Workstyles","1C3A","Cooperation","2015","2015",-0.022,,
"DEU","Germany","WS","Workstyles","1C3B","Concern for Others","2015","2015",-0.04,,
"DEU","Germany","WS","Workstyles","1C3C","Social Orientation","2015","2015",-0.013,,
"DEU","Germany","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",-0.025,,
"DEU","Germany","WS","Workstyles","1C4A","Self Control","2015","2015",-0.037,,
"DEU","Germany","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.004,,
"DEU","Germany","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.023,,
"DEU","Germany","WS","Workstyles","1C4","Adjustment","2015","2015",-0.003,,
"DEU","Germany","WS","Workstyles","1C5A","Dependability","2015","2015",-0.058,,
"DEU","Germany","WS","Workstyles","1C5B","Attention to Detail","2015","2015",-0.046,,
"DEU","Germany","WS","Workstyles","1C5C","Integrity","2015","2015",0.123,,
"DEU","Germany","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.007,,
"DEU","Germany","WS","Workstyles","1C6","Independence","2015","2015",-0.032,,
"DEU","Germany","WS","Workstyles","1C7A","Innovation","2015","2015",0.237,,
"DEU","Germany","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.385,,
"DEU","Germany","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.311,,
"DEU","Germany","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.32,,
"DEU","Germany","SK","Skills","2A1B","Active Listening","2015","2015",0.279,,
"DEU","Germany","SK","Skills","2A1C","Writing","2015","2015",0.3,,
"DEU","Germany","SK","Skills","2A1D","Speaking","2015","2015",0.263,,
"DEU","Germany","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.235,,
"DEU","Germany","SK","Skills","2A1F","Science","2015","2015",0.156,,
"DEU","Germany","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.259,,
"DEU","Germany","SK","Skills","2A2A","Critical Thinking","2015","2015",0.255,,
"DEU","Germany","SK","Skills","2A2B","Active Learning","2015","2015",0.268,,
"DEU","Germany","SK","Skills","2A2C","Learning Strategies","2015","2015",0.223,,
"DEU","Germany","SK","Skills","2A2D","Monitoring","2015","2015",0.165,,
"DEU","Germany","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.228,,
"DEU","Germany","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.225,,
"DEU","Germany","SK","Skills","2B1B","Coordination","2015","2015",0.117,,
"DEU","Germany","SK","Skills","2B1C","Persuasion","2015","2015",0.341,,
"DEU","Germany","SK","Skills","2B1D","Negotiation","2015","2015",0.293,,
"DEU","Germany","SK","Skills","2B1E","Instructing","2015","2015",0.219,,
"DEU","Germany","SK","Skills","2B1F","Service Orientation","2015","2015",0.175,,
"DEU","Germany","SK","Skills","2B1","Social Skills","2015","2015",0.228,,
"DEU","Germany","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.244,,
"DEU","Germany","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.244,,
"DEU","Germany","SK","Skills","2B3A","Operations Analysis","2015","2015",0.242,,
"DEU","Germany","SK","Skills","2B3B","Technology Design","2015","2015",0.103,,
"DEU","Germany","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.052,,
"DEU","Germany","SK","Skills","2B3D","Installation","2015","2015",0.024,,
"DEU","Germany","SK","Skills","2B3E","Programming","2015","2015",0.095,,
"DEU","Germany","SK","Skills","2B3G","Operation Monitoring","2015","2015",-0.167,,
"DEU","Germany","SK","Skills","2B3H","Operation and Control","2015","2015",-0.236,,
"DEU","Germany","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.123,,
"DEU","Germany","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.101,,
"DEU","Germany","SK","Skills","2B3L","Repairing","2015","2015",-0.079,,
"DEU","Germany","SK","Skills","2B3M","Quality Control Analysis","2015","2015",-0.077,,
"DEU","Germany","SK","Skills","2B3","Technical Skills","2015","2015",-0.034,,
"DEU","Germany","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.247,,
"DEU","Germany","SK","Skills","2B4G","Systems Analysis","2015","2015",0.25,,
"DEU","Germany","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.291,,
"DEU","Germany","SK","Skills","2B4","Systems Skills","2015","2015",0.263,,
"DEU","Germany","SK","Skills","2B5A","Time Management","2015","2015",0.089,,
"DEU","Germany","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.104,,
