"REGION","Region","TYPE","Type","SKILLS","Skills","TIME","Time","Value","Flag Codes","Flags"
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.071,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C4A","Self Control","2015","2015",0.095,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.16,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.146,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C4","Adjustment","2015","2015",0.134,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C5A","Dependability","2015","2015",0.07,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.198,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C5C","Integrity","2015","2015",0.169,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.146,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C6","Independence","2015","2015",0.215,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C7A","Innovation","2015","2015",0.148,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.478,,
"ITD4","ITD4: Friuli-Venezia Giulia","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.313,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.458,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1B","Active Listening","2015","2015",0.399,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1C","Writing","2015","2015",0.449,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1D","Speaking","2015","2015",0.401,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.179,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1F","Science","2015","2015",0.222,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.351,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A2A","Critical Thinking","2015","2015",0.351,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A2B","Active Learning","2015","2015",0.312,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A2C","Learning Strategies","2015","2015",0.248,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A2D","Monitoring","2015","2015",0.244,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.289,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.273,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1B","Coordination","2015","2015",0.163,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1C","Persuasion","2015","2015",0.162,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1D","Negotiation","2015","2015",0.162,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1E","Instructing","2015","2015",0.217,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1F","Service Orientation","2015","2015",0.092,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B1","Social Skills","2015","2015",0.178,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.27,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.27,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3A","Operations Analysis","2015","2015",0.166,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3B","Technology Design","2015","2015",0.019,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3C","Equipment Selection","2015","2015",-0.058,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3D","Installation","2015","2015",-0.017,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3E","Programming","2015","2015",0.056,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3G","Operation Monitoring","2015","2015",-0.016,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3H","Operation and Control","2015","2015",-0.046,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3J","Equipment Maintenance","2015","2015",-0.052,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3K","Troubleshooting","2015","2015",-0.055,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3L","Repairing","2015","2015",-0.017,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3M","Quality Control Analysis","2015","2015",0,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B3","Technical Skills","2015","2015",-0.002,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.302,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B4G","Systems Analysis","2015","2015",0.27,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.253,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B4","Systems Skills","2015","2015",0.275,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B5A","Time Management","2015","2015",0.235,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.112,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.095,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.189,,
"ITD4","ITD4: Friuli-Venezia Giulia","SK","Skills","2B5","Resource Management Skills","2015","2015",0.158,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C10","Transportation","2015","2015",0.005,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.272,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1B","Clerical","2015","2015",0.538,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0.194,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",-0.101,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.09,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.212,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C1","Business and Management","2015","2015",0.173,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C2A","Production and Processing","2015","2015",-0.076,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C2B","Food Production","2015","2015",0.154,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",0.039,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.286,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",0.002,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3C","Design","2015","2015",0.038,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.011,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3E","Mechanical","2015","2015",-0.076,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C3","Engineering and Technology","2015","2015",0.048,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.176,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4B","Physics","2015","2015",0.044,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4C","Chemistry","2015","2015",0.101,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4D","Biology","2015","2015",0.236,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4E","Psychology","2015","2015",0.289,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4F","Sociology and Anthropology","2015","2015",0.208,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4G","Geography","2015","2015",0.172,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C4","Mathematics and Science","2015","2015",0.175,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C5A","Medicine and Dentistry","2015","2015",0.198,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C5B","Therapy and Counselling","2015","2015",0.255,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C5","Health Services","2015","2015",0.226,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C6","Education and Training","2015","2015",0.297,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C7C","Fine Arts","2015","2015",0.044,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C7D","History and Archaeology","2015","2015",0.085,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C7E","Philosophy and Theology","2015","2015",0.146,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C7","Arts and Humanities","2015","2015",0.092,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C8A","Public Safety and Security","2015","2015",-0.068,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C8B","Law and Government","2015","2015",0.247,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C8","Law and Public Safety","2015","2015",0.09,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C9A","Telecommunications","2015","2015",0.056,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C9B","Communications and Media","2015","2015",0.111,,
"ITD4","ITD4: Friuli-Venezia Giulia","KN","Knowledge","2C9","Communications","2015","2015",0.084,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1A1","Oral Comprehension","2015","2015",0.326,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1A2","Written Comprehension","2015","2015",0.324,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1A3","Oral Expression","2015","2015",0.361,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1A4","Written Expression","2015","2015",0.371,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1A","Verbal Abilities","2015","2015",0.345,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B1","Fluency of Ideas","2015","2015",0.276,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B2","Originality","2015","2015",0.261,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B3","Problem Sensitivity","2015","2015",0.258,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B4","Deductive Reasoning","2015","2015",0.28,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B5","Inductive Reasoning","2015","2015",0.256,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B6","Information Ordering","2015","2015",0.193,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B7","Category Flexibility","2015","2015",0.176,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1B","Reasoning Abilities","2015","2015",0.243,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1C1","Mathematical Reasoning","2015","2015",0.216,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1C2","Number Facility","2015","2015",0.189,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1C","Quantitative Abilities","2015","2015",0.202,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1D1","Memorization","2015","2015",0.182,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1D","Memory","2015","2015",0.182,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1E1","Speed of Closure","2015","2015",0.142,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1E2","Flexibility of Closure","2015","2015",0.196,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1E3","Perceptual Speed","2015","2015",0.123,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1E","Perceptual Abilities","2015","2015",0.154,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1F1","Spatial Orientation","2015","2015",-0.039,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1F2","Visualization","2015","2015",0.096,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1F","Spatial Abilities","2015","2015",0.028,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1G1","Selective Attention","2015","2015",0.136,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1G2","Time Sharing","2015","2015",0.107,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1G","Attentiveness","2015","2015",0.122,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A1","Cognitive Abilities","2015","2015",0.211,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2A1","Arm-Hand Steadiness","2015","2015",-0.056,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2A2","Manual Dexterity","2015","2015",-0.134,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2A3","Finger Dexterity","2015","2015",0.051,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2A","Fine Manipulative Abilities","2015","2015",-0.046,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2B1","Control Precision","2015","2015",-0.042,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2B2","Multilimb Coordination","2015","2015",-0.141,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2B3","Response Orientation","2015","2015",-0.019,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2B4","Rate Control","2015","2015",-0.035,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2B","Control Movement Abilities","2015","2015",-0.059,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2C1","Reaction Time","2015","2015",-0.016,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2C2","Wrist-Finger Speed","2015","2015",-0.03,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2C3","Speed of Limb Movement","2015","2015",-0.093,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2C","Reaction Time and Speed Abilities","2015","2015",-0.046,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A2","Psychomotor Abilities","2015","2015",-0.051,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3A1","Static Strength","2015","2015",-0.256,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3A2","Explosive Strength","2015","2015",-0.035,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3A3","Dynamic Strength","2015","2015",-0.179,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3A4","Trunk Strength","2015","2015",-0.287,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3A","Physical Strength","2015","2015",-0.189,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3B1","Stamina","2015","2015",-0.213,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3B","Endurance","2015","2015",-0.213,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3C1","Extent Flexibility","2015","2015",-0.305,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3C2","Dynamic Flexibility","2015","2015",-0.035,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3C3","Gross Body Coordination","2015","2015",-0.179,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3C4","Gross Body Equilibrium","2015","2015",-0.116,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3C","Flexibility, Balance and Coordination","2015","2015",-0.159,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A3","Strength and Flexibility","2015","2015",-0.178,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A1","Near Vision","2015","2015",0.149,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A2","Far Vision","2015","2015",0.062,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A3","Visual Color Discrimination","2015","2015",0.041,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A4","Night Vision","2015","2015",-0.013,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A5","Peripheral Vision","2015","2015",-0.011,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A6","Depth Perception","2015","2015",-0.008,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A7","Glare Sensitivity","2015","2015",-0.036,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4A","Visual Abilities","2015","2015",0.026,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B1","Hearing Sensitivity","2015","2015",0.13,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B2","Auditory Attention","2015","2015",0.067,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B3","Sound Localization","2015","2015",0.007,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B4","Speech Recognition","2015","2015",0.18,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B5","Speech Clarity","2015","2015",0.231,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4B","Auditory and Speech Abilities","2015","2015",0.123,,
"ITD5","ITD5: Emilia-Romagna","AB","Abilities","1A4","Sensory Abilities","2015","2015",0.066,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C1A","Achievement/Effort","2015","2015",0.124,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C1B","Persistence","2015","2015",0.253,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C1C","Initiative","2015","2015",0.234,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C1","Achievement Orientation","2015","2015",0.204,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C2B","Leadership","2015","2015",0.191,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C2","Social Influence","2015","2015",0.191,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C3A","Cooperation","2015","2015",0.051,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C3B","Concern for Others","2015","2015",0.074,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C3C","Social Orientation","2015","2015",0.022,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C3","Interpersonal Orientation","2015","2015",0.049,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C4A","Self Control","2015","2015",0.088,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C4B","Stress Tolerance","2015","2015",0.151,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C4C","Adaptability/Flexibility","2015","2015",0.162,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C4","Adjustment","2015","2015",0.134,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C5A","Dependability","2015","2015",0.059,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C5B","Attention to Detail","2015","2015",0.202,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C5C","Integrity","2015","2015",0.056,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C5","Conscientiousness","2015","2015",0.105,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C6","Independence","2015","2015",0.122,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C7A","Innovation","2015","2015",0.249,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C7B","Analytical Thinking","2015","2015",0.507,,
"ITD5","ITD5: Emilia-Romagna","WS","Workstyles","1C7","Practical Intelligence","2015","2015",0.378,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1A","Reading Comprehension","2015","2015",0.358,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1B","Active Listening","2015","2015",0.353,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1C","Writing","2015","2015",0.358,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1D","Speaking","2015","2015",0.333,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1E","Mathematics Skills","2015","2015",0.173,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1F","Science","2015","2015",0.201,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A1","Basic Skills (Content)","2015","2015",0.296,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A2A","Critical Thinking","2015","2015",0.316,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A2B","Active Learning","2015","2015",0.264,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A2C","Learning Strategies","2015","2015",0.262,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A2D","Monitoring","2015","2015",0.229,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2A2","Basic Skills (Process)","2015","2015",0.268,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1A","Social Perceptiveness","2015","2015",0.223,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1B","Coordination","2015","2015",0.134,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1C","Persuasion","2015","2015",0.229,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1D","Negotiation","2015","2015",0.192,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1E","Instructing","2015","2015",0.27,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1F","Service Orientation","2015","2015",0.097,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B1","Social Skills","2015","2015",0.191,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B2I","Complex Problem Solving","2015","2015",0.268,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B2","Complex Problem Solving Skills","2015","2015",0.268,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3A","Operations Analysis","2015","2015",0.19,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3B","Technology Design","2015","2015",0.095,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3C","Equipment Selection","2015","2015",0.038,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3D","Installation","2015","2015",0.021,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3E","Programming","2015","2015",0.106,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3G","Operation Monitoring","2015","2015",0.103,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3H","Operation and Control","2015","2015",0.029,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3J","Equipment Maintenance","2015","2015",0.047,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3K","Troubleshooting","2015","2015",0.082,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3L","Repairing","2015","2015",0.077,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3M","Quality Control Analysis","2015","2015",0.115,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B3","Technical Skills","2015","2015",0.082,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B4E","Judgment and Decision Making","2015","2015",0.244,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B4G","Systems Analysis","2015","2015",0.259,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B4H","Systems Evaluation","2015","2015",0.265,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B4","Systems Skills","2015","2015",0.256,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B5A","Time Management","2015","2015",0.159,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B5B","Management of Financial Resources","2015","2015",0.05,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B5C","Management of Material Resources","2015","2015",0.053,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B5D","Management of Personnel Resources","2015","2015",0.194,,
"ITD5","ITD5: Emilia-Romagna","SK","Skills","2B5","Resource Management Skills","2015","2015",0.114,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C10","Transportation","2015","2015",-0.099,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1A","Administration and Management","2015","2015",0.17,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1B","Clerical","2015","2015",0.215,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1C","Economics and Accounting","2015","2015",0.098,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1D","Sales and Marketing","2015","2015",0.057,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1E","Customer and Personal Service","2015","2015",0.057,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1F","Personnel and Human Resources","2015","2015",0.137,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C1","Business and Management","2015","2015",0.091,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C2A","Production and Processing","2015","2015",0.1,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C2B","Food Production","2015","2015",0.228,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C2","Manufacturing and Production","2015","2015",0.164,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3A","Computers and Electronics","2015","2015",0.404,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3B","Engineering, Mechanics and Technology","2015","2015",0.227,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3C","Design","2015","2015",0.204,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3D","Building and Construction","2015","2015",-0.091,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3E","Mechanical","2015","2015",0.103,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C3","Engineering and Technology","2015","2015",0.169,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C4A","Mathematics Knowledge","2015","2015",0.197,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C4B","Physics","2015","2015",0.096,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C4C","Chemistry","2015","2015",0.113,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C4D","Biology","2015","2015",0.076,,
"ITD5","ITD5: Emilia-Romagna","KN","Knowledge","2C4E","Psychology","2015","2015",0.158,,
