"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.1,,
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.1,,
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.11,,
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.12,,
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.12,,
"FIN","Finland","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.12,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.08,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.06,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.08,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.08,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.07,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.09,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.09,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.08,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.1,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.12,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.13,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.13,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.18,,
"FIN","Finland","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.2,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.02,,
"FIN","Finland","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.02,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.49,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",1.4,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",1.24,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",1.01,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.91,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",1.4,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",1.41,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",1.25,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",1.32,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",1.59,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",1.8,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",1.92,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",1.82,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",1.57,,
"FIN","Finland","80","Out-of-work income maintenance and support","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",1.27,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.46,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.42,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.39,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.36,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.37,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.38,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.29,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.16,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.07,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"FIN","Finland","90","Early retirement","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",2.88,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",2.68,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",2.5,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",2.2,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",2.06,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",2.65,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",2.7,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",2.38,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",2.38,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",2.6,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",2.86,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",2.91,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",2.8,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",2.55,,
"FIN","Finland","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",2.21,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.93,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.87,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.87,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.83,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.78,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.87,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",1,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.97,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.98,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",1,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",1.05,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.99,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.98,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.98,,
"FIN","Finland","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.94,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.76,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.7,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.71,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.68,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.64,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.71,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.83,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.82,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.83,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.86,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.9,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.84,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.83,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.84,,
"FIN","Finland","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.79,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.95,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",1.82,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",1.63,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",1.37,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",1.28,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",1.78,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",1.7,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",1.41,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",1.39,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",1.6,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",1.81,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",1.92,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",1.82,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",1.57,,
"FIN","Finland","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",1.27,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.1,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.1,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.09,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.09,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.08,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.09,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.1,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.09,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.08,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.08,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.11,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.06,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.08,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.08,,
"FIN","Finland","11","Placement and related services","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.09,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.04,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.04,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.05,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.04,,
"FIN","Finland","12","Benefit administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.04,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.33,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.3,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.3,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.29,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.28,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.33,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.42,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.41,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.41,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.4,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.43,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.41,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.41,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.38,,
"FIN","Finland","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.32,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.05,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.05,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.07,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.07,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.06,,
"FIN","Finland","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.06,,
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"FIN","Finland","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.02,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.02,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"FIN","Finland","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.12,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.11,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.09,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.08,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.07,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.07,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.07,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.08,,
"FIN","Finland","41","Recruitment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.1,,
