"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2013","2013",4509.734605,,
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2014","2014",4418.212264,,
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2015","2015",4714,,
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2016","2016",5105.707729,,
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2017","2017",4846.8375,,
"CAN","Canada","110","Active measures (10-70)","EXP","Public expenditure, national currency units","A","Annual","2018","2018",4737.573703,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.34,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.31,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.3,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.28,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.28,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.34,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.33,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.26,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.24,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.23,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.22,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.24,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.25,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.22,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.21,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2004","2004",8998.704644,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2005","2005",8712.9,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2006","2006",8714,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2007","2007",8665.782015,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2008","2008",10444.39051,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2009","2009",15106.732,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2010","2010",13372.29513,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2011","2011",11560.7307,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2012","2012",10831.77767,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2013","2013",10809.972,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2014","2014",11200.22665,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2015","2015",12407,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2016","2016",13283.508,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2017","2017",12091,,
"CAN","Canada","120","Passive measures (80-90)","EXP","Public expenditure, national currency units","A","Annual","2018","2018",10978,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.66,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.6,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.58,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.54,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.64,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.95,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.79,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.64,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.59,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.56,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.56,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.62,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.65,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.56,,
"CAN","Canada","120","Passive measures (80-90)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.49,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2004","2004",3429.18743,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2005","2005",3846.953,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2006","2006",4177.554,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2007","2007",4713.54308,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2008","2008",4464.909,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2009","2009",4698.381,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2010","2010",4243.934,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2011","2011",3709.916,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2012","2012",4475.686,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2013","2013",4249.51207,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2014","2014",5274.960351,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2015","2015",5645.790798,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2016","2016",5438.175404,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2017","2017",5783.207334,,
"CZE","Czech Republic","10","PES and administration","EXP","Public expenditure, national currency units","A","Annual","2018","2018",6328.575329,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.09,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.1,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.12,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.11,,
"CZE","Czech Republic","10","PES and administration","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.12,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2004","2004",470.192,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2005","2005",408.25,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2006","2006",357.299,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2007","2007",269.28849,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2008","2008",271.13,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2009","2009",1005.542,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2010","2010",1590.28,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2011","2011",458.75,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2012","2012",432.045,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2013","2013",655.236076,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2014","2014",536.287343,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2015","2015",1027.469772,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2016","2016",433.578805,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2017","2017",269.561543,,
"CZE","Czech Republic","20","Training","EXP","Public expenditure, national currency units","A","Annual","2018","2018",201.258902,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.04,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2004","2004",1311.32,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2005","2005",1235.248093,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2006","2006",1074.7,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2007","2007",952.34504,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2008","2008",524.776,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2009","2009",935.219,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2010","2010",1917.639,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2011","2011",1672.816,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2012","2012",758.009,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2013","2013",1589.551088,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2014","2014",3521.49928,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2015","2015",5729.846061,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2016","2016",3502.381801,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2017","2017",1599.154883,,
"CZE","Czech Republic","40","Employment incentives","EXP","Public expenditure, national currency units","A","Annual","2018","2018",1557.167679,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.04,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.04,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.03,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.05,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.04,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.04,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.08,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.12,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.07,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.03,,
"CZE","Czech Republic","40","Employment incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.03,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2004","2004",913.921,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2005","2005",1042.102,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2006","2006",1720.705,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2007","2007",2416.5409,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2008","2008",2530.261,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2009","2009",2573.784,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2010","2010",3027.908,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2011","2011",3531.91,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2012","2012",3585.041,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2013","2013",3720.37975,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2014","2014",4104.294313,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2015","2015",4376.334654,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2016","2016",5004.182183,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2017","2017",5714.188553,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXP","Public expenditure, national currency units","A","Annual","2018","2018",6767.805182,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.05,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.06,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.06,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.07,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.08,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.09,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.09,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.09,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.09,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.09,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.1,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.11,,
"CZE","Czech Republic","50","Sheltered and supported employment and rehabilitation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.13,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2004","2004",833.189,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2005","2005",838.951,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2006","2006",899.298,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2007","2007",684.98939,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2008","2008",949.087,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2009","2009",1371.223,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2010","2010",1623.832,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2011","2011",1025.477,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2012","2012",688.417,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2013","2013",1777.34909,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2014","2014",2077.674381,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2015","2015",2669.611137,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2016","2016",2687.115652,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2017","2017",2242.217551,,
"CZE","Czech Republic","60","Direct job creation","EXP","Public expenditure, national currency units","A","Annual","2018","2018",1923.669505,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.04,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.04,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.05,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.06,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.06,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.04,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.04,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2004","2004",144.358,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2005","2005",113.672,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2006","2006",138.856,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2007","2007",103.34876,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2008","2008",97.16,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2009","2009",131.633,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2010","2010",168.226,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2011","2011",105.507,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2012","2012",78.233,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2013","2013",129.378717,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2014","2014",135.263308,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2015","2015",153.924658,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2016","2016",105.071771,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2017","2017",78.693662,,
"CZE","Czech Republic","70","Start-up incentives","EXP","Public expenditure, national currency units","A","Annual","2018","2018",53.477214,,
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","70","Start-up incentives","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
