"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1522.817,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1486.292,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1398.533,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1371.558,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1346.642,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1322.283,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1331.425,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1360.6,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1246.542,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1155.242,,
"CAN","Canada","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1143.825,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.758333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.333333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.05,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.141667,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.35,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.058333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.525,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.291667,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,7.083333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,6.908333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,6.908333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.991667,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.341667,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,5.833333,,
"CAN","Canada","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,5.658333,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,5174.2,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,5199.725,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,5198.575,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5232.3,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5286.45,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,5268.75,"B","Break"
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5223.225,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5256.8,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5306,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,5297.875,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5309.85,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5349.975,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5376.975,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5415.3,,
"CZE","Czech Republic","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5412.075,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2281.95,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2288.575,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2268.775,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2266.525,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2287.35,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2279.675,"B","Break"
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2274.75,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2300.225,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2336.675,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2329.6,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2347.175,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2372.725,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2391.45,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2415.05,,
"CZE","Czech Republic","YGFE07L1_ST","Labour force females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2409.65,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2892.2,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2911.15,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2929.8,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2965.8,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2999.1,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2989.075,"B","Break"
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2948.475,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2956.6,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2969.325,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2968.275,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2962.725,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2977.225,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2985.55,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,3000.225,,
"CZE","Czech Republic","YGMA07L1_ST","Labour force males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3002.5,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,4764.025,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4828.075,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4922,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5002.5,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4934.275,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4885.25,"B","Break"
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4872.7,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4889.975,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4937.075,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4974.325,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,5041.9,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,5138.575,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,5221.625,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,5293.775,,
"CZE","Czech Republic","YGTT08L1_ST","Employment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,5303.1,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2058.5,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2086.15,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2115.9,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2139.35,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2110.55,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2086.925,"B","Break"
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2095.2,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2111.475,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2143.05,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2157.325,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2204.6,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2261.925,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2305.85,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2347.3,,
"CZE","Czech Republic","YGFE08L1_ST","Employment females","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2352.35,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,43.20926,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,43.20873,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,42.98862,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,42.76562,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,42.77325,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,42.7189,"B","Break"
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,42.99875,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,43.17967,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,43.40728,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,43.3692,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,43.72558,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,44.01853,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,44.15963,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,44.34076,,
"CZE","Czech Republic","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,44.35802,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2705.5,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2741.925,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2806.075,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2863.15,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2823.725,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2798.3,"B","Break"
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2777.5,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2778.5,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2794.05,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,2816.95,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,2837.325,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,2876.65,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,2915.775,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,2946.45,,
"CZE","Czech Republic","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,2950.75,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,56.79021,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,56.79127,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,57.01087,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,57.23438,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,57.22675,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,57.28059,"B","Break"
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,57.00125,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,56.82033,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,56.59323,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,56.6298,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,56.27492,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,55.98147,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,55.84037,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,55.65877,,
"CZE","Czech Republic","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,55.64198,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2005","2005","PER","Persons","3","Thousands",,,185.95,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2006","2006","PER","Persons","3","Thousands",,,178.3,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2007","2007","PER","Persons","3","Thousands",,,173.225,"B","Break"
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2008","2008","PER","Persons","3","Thousands",,,158.775,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2009","2009","PER","Persons","3","Thousands",,,153.775,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2010","2010","PER","Persons","3","Thousands",,,151.25,"B","Break"
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2011","2011","PER","Persons","3","Thousands",,,145.625,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2012","2012","PER","Persons","3","Thousands",,,149.125,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2013","2013","PER","Persons","3","Thousands",,,149.6,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2014","2014","PER","Persons","3","Thousands",,,136.7,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2015","2015","PER","Persons","3","Thousands",,,147.475,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2016","2016","PER","Persons","3","Thousands",,,149.075,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2017","2017","PER","Persons","3","Thousands",,,146.325,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2018","2018","PER","Persons","3","Thousands",,,148.35,,
"CZE","Czech Republic","YGTT09L1_ST","Employment in agriculture","A","Annual","2019","2019","PER","Persons","3","Thousands",,,141.275,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.903212,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.692983,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.519403,"B","Break"
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.173913,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.116466,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.096055,"B","Break"
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.98859,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.049607,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.030134,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.748111,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.924989,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.901096,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.802289,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.802348,,
"CZE","Czech Republic","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.664008,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1880.475,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1929.375,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1979.25,"B","Break"
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2027.25,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1903.125,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1855.625,"B","Break"
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1873.425,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1864.2,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1851.95,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1892.175,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1917.075,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1956.1,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1986.875,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1984.95,,
"CZE","Czech Republic","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1975.45,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,39.4724,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,39.96158,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,40.21231,"B","Break"
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,40.52474,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,38.5695,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,37.98424,"B","Break"
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,38.44737,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,38.12289,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,37.51108,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,38.03883,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,38.02287,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,38.06697,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,38.0509,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,37.49593,,
"CZE","Czech Republic","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,37.25085,,
"CZE","Czech Republic","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2697.6,,
"CZE","Czech Republic","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2720.4,,
"CZE","Czech Republic","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2769.525,"B","Break"
"CZE","Czech Republic","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2816.475,,
